match_date,round,year,home_team,away_team,venue,match_winner,home_recent_5_win_rate,home_win_streak,home_recent_5_avg_score,home_days_rest,away_recent_5_win_rate,away_win_streak,away_recent_5_avg_score,away_days_rest,h2h_matches,h2h_current_home_wins,h2h_current_away_wins,h2h_draws,h2h_current_home_win_rate,home_pre_match_ladder_rank,home_pre_match_points,home_pre_match_percentage,away_pre_match_ladder_rank,away_pre_match_points,away_pre_match_percentage
1996-08-30,22,1996,Essendon Bombers,Western Bulldogs,Melbourne Cricket Ground,Home Win,0.6,3,99.0,6.0,0.4,0,78.8,6.0,23.0,12.0,11.0,0.0,52.17,5,54.0,109.4,15,22.0,76.6
1996-08-31,22,1996,Geelong Cats,Carlton Blues,GMHBA Stadium,Away Win,0.6,1,96.6,8.0,0.6,1,102.0,7.0,24.0,8.0,16.0,0.0,33.33,6,54.0,117.94,5,56.0,108.95
1996-08-31,22,1996,Melbourne Demons,Hawthorn Hawks,Melbourne Cricket Ground,Away Win,0.4,0,84.2,6.0,0.4,1,86.6,7.0,27.0,14.0,13.0,0.0,51.85,13,28.0,69.55,8,42.0,98.41
1996-08-31,22,1996,St Kilda Saints,Adelaide Crows,Waverley Park,Home Win,0.6,0,79.2,7.0,0.2,0,101.6,6.0,9.0,2.0,6.0,1.0,22.22,10,36.0,97.5,12,32.0,98.85
1996-08-31,22,1996,Sydney Swans,West Coast Eagles,Sydney Cricket Ground,Home Win,0.6,0,95.4,7.0,0.6,2,115.0,6.0,14.0,11.0,3.0,0.0,78.57,2,62.0,122.53,4,60.0,128.57
1996-08-31,22,1996,Collingwood Magpies,Brisbane Bears,Victoria Park,Home Win,0.4,1,98.2,6.0,1.0,7,113.6,7.0,14.0,7.0,7.0,0.0,50.0,11,32.0,100.57,1,62.0,130.17
1996-09-01,22,1996,Fremantle Dockers,Fitzroy Lions,Domain Stadium,Home Win,0.4,0,87.0,8.0,0.0,0,56.6,7.0,3.0,1.0,2.0,0.0,33.33,14,24.0,87.5,16,4.0,49.71
1996-09-01,22,1996,Richmond Tigers,North Melbourne Kangaroos,Melbourne Cricket Ground,Away Win,0.6,2,113.6,7.0,0.6,0,108.8,9.0,25.0,12.0,13.0,0.0,48.0,8,44.0,120.52,4,60.0,127.34
1996-09-06,QF,1996,Brisbane Bears,Essendon Bombers,The Gabba,Home Win,0.8,0,91.2,6.0,0.8,4,98.4,7.0,14.0,9.0,5.0,0.0,64.29,1,62.0,125.59,5,58.0,109.19
1996-09-07,QF,1996,Sydney Swans,Hawthorn Hawks,Sydney Cricket Ground,Home Win,0.8,1,96.8,7.0,0.6,2,92.4,7.0,24.0,9.0,15.0,0.0,37.5,1,66.0,123.89,8,46.0,98.54
1996-09-07,QF,1996,West Coast Eagles,Carlton Blues,Domain Stadium,Home Win,0.6,0,101.8,7.0,0.6,2,105.2,7.0,17.0,5.0,12.0,0.0,29.41,4,60.0,125.2,5,60.0,110.84
1996-09-08,QF,1996,North Melbourne Kangaroos,Geelong Cats,Melbourne Cricket Ground,Home Win,0.6,1,100.4,7.0,0.6,0,94.4,8.0,26.0,17.0,9.0,0.0,65.38,2,64.0,127.45,7,54.0,114.95
1996-09-14,SF,1996,Essendon Bombers,West Coast Eagles,Melbourne Cricket Ground,Home Win,0.8,0,99.8,8.0,0.6,1,107.0,7.0,20.0,15.0,5.0,0.0,75.0,6,58.0,108.71,4,64.0,127.24
1996-09-14,SF,1996,Brisbane Bears,Carlton Blues,The Gabba,Home Win,0.8,1,97.4,8.0,0.4,0,90.2,7.0,16.0,11.0,5.0,0.0,68.75,1,66.0,124.25,5,60.0,107.47
1996-09-21,PF,1996,Sydney Swans,Essendon Bombers,Sydney Cricket Ground,Home Win,0.8,2,91.8,14.0,0.8,1,100.0,7.0,23.0,6.0,16.0,1.0,26.09,2,70.0,123.12,5,62.0,111.96
1996-09-21,PF,1996,North Melbourne Kangaroos,Brisbane Bears,Melbourne Cricket Ground,Home Win,0.6,2,100.6,13.0,0.8,2,116.0,7.0,16.0,6.0,10.0,0.0,37.5,3,68.0,129.42,1,70.0,128.41
1996-09-28,GF,1996,North Melbourne Kangaroos,Sydney Swans,Melbourne Cricket Ground,Home Win,0.8,3,111.6,7.0,0.8,3,79.8,7.0,23.0,9.0,14.0,0.0,39.13,2,72.0,130.16,1,74.0,122.33
1997-03-27,1,1997,North Melbourne Kangaroos,Melbourne Demons,Melbourne Cricket Ground,Away Win,0.8,4,122.6,180.0,0.4,0,90.4,208.0,25.0,12.0,13.0,0.0,48.0,10,0.0,,9,0.0,
1997-03-29,1,1997,Western Bulldogs,Fremantle Dockers,Princes Park,Away Win,0.4,0,72.4,211.0,0.4,1,97.6,209.0,3.0,0.0,3.0,0.0,0.0,16,0.0,,6,0.0,
1997-03-29,1,1997,Collingwood Magpies,Port Adelaide Power,Melbourne Cricket Ground,Home Win,0.4,2,95.4,210.0,,0,,,0.0,0.0,0.0,0.0,,4,0.0,,11,0.0,
1997-03-29,1,1997,St Kilda Saints,Hawthorn Hawks,"Waverley Park
",Away Win,0.6,1,88.0,210.0,0.6,0,89.4,203.0,25.0,13.0,12.0,0.0,52.0,13,0.0,,8,0.0,
1997-03-29,1,1997,West Coast Eagles,Sydney Swans,Domain Stadium,Home Win,0.6,0,104.0,196.0,0.6,0,83.0,182.0,15.0,3.0,12.0,0.0,20.0,15,0.0,,14,0.0,
1997-03-30,1,1997,Richmond Tigers,Geelong Cats,Melbourne Cricket Ground,Home Win,0.4,0,112.6,210.0,0.4,0,87.8,203.0,25.0,11.0,14.0,0.0,44.0,12,0.0,,7,0.0,
1997-03-30,1,1997,Adelaide Crows,Brisbane Lions,AAMI Stadium,Home Win,0.0,0,83.4,211.0,,0,,,0.0,0.0,0.0,0.0,,1,0.0,,2,0.0,
1997-03-31,1,1997,Essendon Bombers,Carlton Blues,Melbourne Cricket Ground,Home Win,0.6,0,98.4,191.0,0.4,0,82.8,198.0,29.0,12.0,16.0,1.0,41.38,5,0.0,,3,0.0,
1997-04-04,2,1997,Melbourne Demons,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.6,1,94.0,8.0,0.6,3,113.0,6.0,26.0,13.0,13.0,0.0,50.0,2,4.0,127.27,1,4.0,190.8
1997-04-05,2,1997,Western Bulldogs,Sydney Swans,Princes Park,Home Win,0.2,0,75.6,7.0,0.6,0,74.0,7.0,23.0,5.0,17.0,1.0,21.74,6,0.0,95.0,8,0.0,47.44
1997-04-05,2,1997,Richmond Tigers,Adelaide Crows,Melbourne Cricket Ground,Home Win,0.6,1,122.8,6.0,0.2,1,96.0,6.0,9.0,5.0,4.0,0.0,55.56,5,4.0,109.47,3,4.0,137.5
1997-04-05,2,1997,Geelong Cats,West Coast Eagles,"GMHBA Stadium
",Home Win,0.2,0,81.4,6.0,0.6,1,94.2,7.0,21.0,12.0,9.0,0.0,57.14,7,0.0,91.35,1,4.0,210.81
1997-04-06,2,1997,Brisbane Lions,St Kilda Saints,The Gabba,Home Win,0.0,0,96.0,7.0,0.4,0,84.6,8.0,0.0,0.0,0.0,0.0,,12,0.0,72.73,10,0.0,92.21
1997-04-06,2,1997,Fremantle Dockers,Hawthorn Hawks,Domain Stadium,Home Win,0.6,2,96.8,8.0,0.6,1,78.4,8.0,2.0,1.0,1.0,0.0,50.0,8,4.0,105.26,6,4.0,108.45
1997-04-06,2,1997,Port Adelaide Power,Essendon Bombers,AAMI Stadium,Away Win,0.0,0,87.0,8.0,0.6,1,99.6,6.0,0.0,0.0,0.0,0.0,,13,0.0,52.41,7,4.0,107.07
1997-04-07,2,1997,North Melbourne Kangaroos,Carlton Blues,Melbourne Cricket Ground,Home Win,0.8,0,114.4,11.0,0.4,0,89.0,7.0,25.0,9.0,16.0,0.0,36.0,13,0.0,78.57,10,0.0,93.4
1997-04-11,3,1997,Sydney Swans,Melbourne Demons,Sydney Cricket Ground,Home Win,0.4,0,73.6,6.0,0.4,0,79.4,7.0,25.0,10.0,14.0,1.0,40.0,15,0.0,71.43,8,4.0,57.8
1997-04-12,3,1997,Richmond Tigers,Western Bulldogs,Melbourne Cricket Ground,Away Win,0.8,2,132.0,7.0,0.4,1,80.6,7.0,22.0,17.0,5.0,0.0,77.27,2,8.0,118.97,8,4.0,101.84
1997-04-12,3,1997,St Kilda Saints,Collingwood Magpies,Waverley Park,Home Win,0.2,0,78.4,6.0,0.8,4,129.2,8.0,26.0,10.0,15.0,1.0,38.46,16,0.0,55.41,1,8.0,230.07
1997-04-12,3,1997,Port Adelaide Power,Geelong Cats,AAMI Stadium,Home Win,0.0,0,73.5,6.0,0.4,1,83.6,7.0,0.0,0.0,0.0,0.0,,15,0.0,56.76,9,4.0,98.3
1997-04-13,3,1997,Essendon Bombers,North Melbourne Kangaroos,Melbourne Cricket Ground,Home Win,0.6,2,102.4,7.0,0.8,1,103.4,6.0,23.0,18.0,5.0,0.0,78.26,2,8.0,125.16,7,4.0,108.46
1997-04-13,3,1997,Hawthorn Hawks,Brisbane Lions,Waverley Park,Home Win,0.6,0,83.2,7.0,0.5,1,125.0,7.0,0.0,0.0,0.0,0.0,,11,4.0,94.94,5,4.0,132.28
1997-04-13,3,1997,West Coast Eagles,Fremantle Dockers,Domain Stadium,Home Win,0.4,0,78.4,8.0,0.6,3,93.0,7.0,4.0,2.0,2.0,0.0,50.0,6,4.0,130.43,4,8.0,112.08
1997-04-13,3,1997,Carlton Blues,Adelaide Crows,Princes Park,Home Win,0.2,0,81.8,6.0,0.2,0,94.6,8.0,9.0,2.0,7.0,0.0,22.22,13,0.0,82.81,8,4.0,103.57
1997-04-18,4,1997,Melbourne Demons,Western Bulldogs,Melbourne Cricket Ground,Away Win,0.2,0,79.2,7.0,0.4,2,82.6,6.0,25.0,14.0,11.0,0.0,56.0,12,4.0,68.45,5,8.0,108.84
1997-04-19,4,1997,Collingwood Magpies,Carlton Blues,Melbourne Cricket Ground,Away Win,0.8,0,140.0,7.0,0.2,1,82.0,6.0,29.0,19.0,10.0,0.0,65.52,1,8.0,166.79,12,4.0,98.16
1997-04-19,4,1997,Richmond Tigers,Fremantle Dockers,Princes Park,Home Win,0.6,0,122.8,7.0,0.6,0,93.0,6.0,3.0,1.0,2.0,0.0,33.33,5,8.0,106.0,7,8.0,91.54
1997-04-19,4,1997,St Kilda Saints,Sydney Swans,Waverley Park,Away Win,0.4,1,92.0,7.0,0.4,1,75.4,8.0,24.0,13.0,11.0,0.0,54.17,14,4.0,72.49,13,4.0,84.56
1997-04-19,4,1997,West Coast Eagles,Hawthorn Hawks,Domain Stadium,Home Win,0.6,1,90.6,6.0,0.6,1,84.6,6.0,17.0,8.0,9.0,0.0,47.06,2,8.0,140.32,6,8.0,101.72
1997-04-20,4,1997,Brisbane Lions,North Melbourne Kangaroos,The Gabba,Home Win,0.3333333333333333,0,108.33,7.0,0.6,0,93.2,7.0,0.0,0.0,0.0,0.0,,8,4.0,117.75,11,4.0,87.7
1997-04-20,4,1997,Essendon Bombers,Geelong Cats,Melbourne Cricket Ground,Away Win,0.8,3,106.8,7.0,0.2,0,79.8,8.0,25.0,15.0,9.0,1.0,60.0,1,12.0,134.31,12,4.0,86.23
1997-04-20,4,1997,Adelaide Crows,Port Adelaide Power,AAMI Stadium,Away Win,0.2,0,96.6,7.0,0.3333333333333333,1,92.0,8.0,0.0,0.0,0.0,0.0,,10,4.0,93.98,14,4.0,79.08
1997-04-25,5,1997,Essendon Bombers,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.6,0,93.6,5.0,0.6,0,126.2,6.0,29.0,13.0,15.0,1.0,44.83,1,12.0,123.15,2,8.0,143.9
1997-04-25,5,1997,Fremantle Dockers,St Kilda Saints,Domain Stadium,Home Win,0.6,0,92.4,6.0,0.4,0,95.6,6.0,2.0,0.0,2.0,0.0,0.0,7,8.0,91.87,15,4.0,70.17
1997-04-26,5,1997,Hawthorn Hawks,Sydney Swans,Waverley Park,Home Win,0.4,0,81.8,7.0,0.4,2,86.8,7.0,25.0,16.0,9.0,0.0,64.0,7,8.0,94.2,6,8.0,101.76
1997-04-26,5,1997,Melbourne Demons,West Coast Eagles,Melbourne Cricket Ground,Away Win,0.2,0,81.0,8.0,0.6,2,88.0,7.0,20.0,15.0,5.0,0.0,75.0,15,4.0,74.88,1,12.0,136.13
1997-04-26,5,1997,Western Bulldogs,Adelaide Crows,Princes Park,Away Win,0.6,3,87.2,8.0,0.2,0,91.8,6.0,9.0,2.0,7.0,0.0,22.22,3,12.0,107.14,11,4.0,92.53
1997-04-27,5,1997,Carlton Blues,Geelong Cats,Princes Park,Away Win,0.4,2,88.2,8.0,0.4,1,83.8,7.0,25.0,16.0,9.0,0.0,64.0,7,8.0,103.37,11,8.0,90.86
1997-04-27,5,1997,North Melbourne Kangaroos,Richmond Tigers,Melbourne Cricket Ground,Home Win,0.4,0,87.0,7.0,0.6,1,99.8,8.0,26.0,13.0,13.0,0.0,50.0,14,4.0,84.21,4,12.0,106.27
1997-04-27,5,1997,Port Adelaide Power,Brisbane Lions,AAMI Stadium,Home Win,0.5,2,89.75,7.0,0.5,1,108.5,7.0,0.0,0.0,0.0,0.0,,12,8.0,85.27,6,8.0,120.89
1997-05-02,6,1997,West Coast Eagles,Western Bulldogs,WACA,Away Win,0.8,3,99.8,6.0,0.6,0,86.2,6.0,16.0,10.0,6.0,0.0,62.5,1,16.0,141.76,4,12.0,94.31
1997-05-03,6,1997,Collingwood Magpies,Adelaide Crows,Victoria Park,Home Win,0.6,1,126.0,8.0,0.4,1,101.0,7.0,9.0,2.0,7.0,0.0,22.22,2,12.0,143.51,11,8.0,103.91
1997-05-03,6,1997,Essendon Bombers,Brisbane Lions,Melbourne Cricket Ground,Home Win,0.6,0,93.8,8.0,0.4,0,101.0,6.0,0.0,0.0,0.0,0.0,,3,12.0,110.87,9,8.0,116.9
1997-05-03,6,1997,Geelong Cats,Fremantle Dockers,GMHBA Stadium,Home Win,0.6,2,88.4,6.0,0.6,1,82.4,8.0,3.0,0.0,3.0,0.0,0.0,8,12.0,94.24,6,12.0,95.15
1997-05-03,6,1997,Hawthorn Hawks,North Melbourne Kangaroos,Waverley Park,Away Win,0.6,1,84.8,7.0,0.4,1,89.0,6.0,27.0,12.0,14.0,1.0,44.44,5,12.0,101.19,10,8.0,109.34
1997-05-04,6,1997,Sydney Swans,Carlton Blues,Sydney Cricket Ground,Home Win,0.4,0,84.0,8.0,0.4,0,90.8,7.0,25.0,12.0,13.0,0.0,48.0,14,8.0,95.67,13,8.0,100.89
1997-05-04,6,1997,Port Adelaide Power,Richmond Tigers,AAMI Stadium,Home Win,0.6,3,86.4,7.0,0.6,0,87.2,7.0,0.0,0.0,0.0,0.0,,8,12.0,87.8,9,12.0,85.83
1997-05-04,6,1997,St Kilda Saints,Melbourne Demons,Waverley Park,Home Win,0.2,0,87.0,9.0,0.2,0,76.4,8.0,22.0,12.0,10.0,0.0,54.55,15,4.0,74.61,16,4.0,71.8
1997-05-09,7,1997,North Melbourne Kangaroos,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.6,2,98.6,6.0,0.6,2,109.6,6.0,23.0,9.0,13.0,1.0,39.13,4,12.0,109.6,2,16.0,136.78
1997-05-10,7,1997,Geelong Cats,Sydney Swans,GMHBA Stadium,Home Win,0.8,3,88.8,7.0,0.6,1,105.0,6.0,24.0,11.0,13.0,0.0,45.83,3,16.0,105.27,8,12.0,107.66
1997-05-10,7,1997,Fremantle Dockers,Melbourne Demons,WACA,Home Win,0.4,0,75.0,7.0,0.0,0,69.4,6.0,3.0,2.0,1.0,0.0,66.67,10,12.0,85.85,16,4.0,63.86
1997-05-10,7,1997,Richmond Tigers,Carlton Blues,Melbourne Cricket Ground,Away Win,0.4,0,78.0,6.0,0.4,0,87.6,6.0,22.0,9.0,13.0,0.0,40.91,11,12.0,78.41,14,8.0,90.71
1997-05-10,7,1997,St Kilda Saints,Port Adelaide Power,Waverley Park,Home Win,0.4,1,97.0,6.0,0.8,4,93.4,6.0,0.0,0.0,0.0,0.0,,15,8.0,89.97,4,16.0,100.73
1997-05-10,7,1997,Western Bulldogs,Hawthorn Hawks,Princes Park,Home Win,0.8,1,93.6,8.0,0.4,0,88.0,7.0,26.0,10.0,15.0,1.0,38.46,5,16.0,97.84,9,12.0,99.04
1997-05-11,7,1997,Brisbane Lions,West Coast Eagles,The Gabba,Away Win,0.4,0,96.0,8.0,0.6,0,104.0,9.0,0.0,0.0,0.0,0.0,,12,8.0,107.87,2,16.0,128.6
1997-05-11,7,1997,Adelaide Crows,Essendon Bombers,AAMI Stadium,Home Win,0.2,0,91.2,8.0,0.6,1,93.0,8.0,10.0,9.0,1.0,0.0,90.0,13,8.0,103.16,3,16.0,115.59
1997-05-16,8,1997,Collingwood Magpies,Western Bulldogs,Melbourne Cricket Ground,Home Win,0.6,3,99.2,7.0,0.8,2,102.2,6.0,24.0,19.0,4.0,1.0,79.17,1,20.0,139.83,2,20.0,105.12
1997-05-17,8,1997,North Melbourne Kangaroos,Port Adelaide Power,Princes Park,Home Win,0.4,0,95.0,8.0,0.8,0,93.6,7.0,0.0,0.0,0.0,0.0,,9,12.0,100.82,6,16.0,90.98
1997-05-17,8,1997,Melbourne Demons,Geelong Cats,Melbourne Cricket Ground,Away Win,0.0,0,72.0,7.0,0.8,4,88.4,7.0,27.0,7.0,20.0,0.0,25.93,16,4.0,62.55,2,20.0,110.61
1997-05-17,8,1997,Adelaide Crows,Sydney Swans,AAMI Stadium,Home Win,0.4,1,96.4,6.0,0.6,0,97.2,7.0,10.0,4.0,6.0,0.0,40.0,7,12.0,111.04,8,12.0,101.34
1997-05-18,8,1997,Carlton Blues,Hawthorn Hawks,Princes Park,Home Win,0.6,1,95.2,8.0,0.4,0,91.0,8.0,31.0,21.0,10.0,0.0,67.74,12,12.0,95.06,13,12.0,92.37
1997-05-18,8,1997,Essendon Bombers,St Kilda Saints,Melbourne Cricket Ground,Away Win,0.4,0,89.0,7.0,0.6,2,110.8,8.0,24.0,11.0,13.0,0.0,45.83,5,16.0,103.87,11,12.0,100.44
1997-05-18,8,1997,Fremantle Dockers,Brisbane Lions,Domain Stadium,Home Win,0.4,1,82.4,8.0,0.2,0,77.2,7.0,0.0,0.0,0.0,0.0,,6,16.0,96.66,15,8.0,94.5
1997-05-19,8,1997,Richmond Tigers,West Coast Eagles,"Melbourne Cricket Ground
",Home Win,0.2,0,67.6,9.0,0.8,1,117.4,8.0,16.0,10.0,6.0,0.0,62.5,14,12.0,78.3,1,20.0,140.38
1997-05-23,9,1997,Port Adelaide Power,Melbourne Demons,AAMI Stadium,Home Win,0.6,0,87.8,6.0,0.0,0,63.6,6.0,0.0,0.0,0.0,0.0,,7,16.0,88.93,16,4.0,59.12
1997-05-24,9,1997,Carlton Blues,Fremantle Dockers,Princes Park,Home Win,0.6,2,94.8,6.0,0.6,2,87.8,6.0,3.0,2.0,1.0,0.0,66.67,8,16.0,98.93,5,20.0,97.83
1997-05-24,9,1997,Hawthorn Hawks,Adelaide Crows,Waverley Park,Away Win,0.2,0,89.8,6.0,0.6,2,109.2,7.0,10.0,3.0,7.0,0.0,30.0,12,12.0,90.14,6,16.0,122.92
1997-05-24,9,1997,Sydney Swans,Collingwood Magpies,Sydney Cricket Ground,Home Win,0.4,0,88.4,7.0,0.8,4,101.4,8.0,23.0,9.0,14.0,0.0,39.13,13,12.0,89.08,1,24.0,141.75
1997-05-25,9,1997,Brisbane Lions,Geelong Cats,The Gabba,Home Win,0.2,0,80.8,7.0,1.0,5,96.0,8.0,0.0,0.0,0.0,0.0,,15,8.0,94.55,2,24.0,122.81
1997-05-25,9,1997,North Melbourne Kangaroos,Western Bulldogs,Melbourne Cricket Ground,Away Win,0.6,1,104.6,8.0,0.6,0,97.8,9.0,26.0,12.0,13.0,1.0,46.15,7,16.0,104.64,4,20.0,98.32
1997-05-25,9,1997,St Kilda Saints,Richmond Tigers,Waverley Park,Home Win,0.6,3,110.6,7.0,0.4,1,74.2,6.0,24.0,6.0,18.0,0.0,25.0,8,16.0,103.47,12,16.0,86.67
1997-05-25,9,1997,West Coast Eagles,Essendon Bombers,Domain Stadium,Home Win,0.6,0,108.6,6.0,0.2,0,84.6,7.0,21.0,5.0,16.0,0.0,23.81,3,20.0,124.84,9,16.0,100.0
1997-05-30,10,1997,Port Adelaide Power,Carlton Blues,AAMI Stadium,Home Win,0.6,1,86.8,7.0,0.6,3,95.6,6.0,0.0,0.0,0.0,0.0,,7,20.0,95.43,4,20.0,101.08
1997-05-31,10,1997,Geelong Cats,St Kilda Saints,GMHBA Stadium,Home Win,0.8,0,98.6,6.0,0.8,4,122.6,6.0,24.0,14.0,10.0,0.0,58.33,3,24.0,115.05,4,20.0,108.48
1997-05-31,10,1997,Hawthorn Hawks,Collingwood Magpies,Waverley Park,Home Win,0.2,0,89.8,7.0,0.8,0,99.4,7.0,23.0,8.0,15.0,0.0,34.78,13,12.0,89.69,1,24.0,131.12
1997-05-31,10,1997,North Melbourne Kangaroos,West Coast Eagles,Princes Park,Home Win,0.6,0,102.2,6.0,0.6,1,108.2,6.0,17.0,13.0,4.0,0.0,76.47,10,16.0,100.12,2,24.0,125.38
1997-05-31,10,1997,Richmond Tigers,Melbourne Demons,Melbourne Cricket Ground,Away Win,0.2,0,78.6,6.0,0.0,0,51.6,8.0,23.0,12.0,11.0,0.0,52.17,12,16.0,83.65,16,4.0,57.17
1997-06-01,10,1997,Brisbane Lions,Sydney Swans,The Gabba,Home Win,0.2,1,84.2,7.0,0.4,1,85.2,8.0,0.0,0.0,0.0,0.0,,14,12.0,98.39,12,16.0,94.61
1997-06-01,10,1997,Essendon Bombers,Western Bulldogs,Melbourne Cricket Ground,Away Win,0.2,0,86.0,7.0,0.6,1,100.6,7.0,24.0,13.0,11.0,0.0,54.17,11,16.0,97.07,4,24.0,102.25
1997-06-02,10,1997,Fremantle Dockers,Adelaide Crows,Domain Stadium,Away Win,0.6,0,92.0,9.0,0.8,3,115.2,9.0,2.0,0.0,2.0,0.0,0.0,8,20.0,95.98,5,20.0,122.14
1997-06-06,11,1997,Collingwood Magpies,Richmond Tigers,Melbourne Cricket Ground,Away Win,0.6,0,90.6,6.0,0.2,0,82.8,6.0,22.0,17.0,5.0,0.0,77.27,2,24.0,121.41,13,16.0,82.68
1997-06-07,11,1997,Essendon Bombers,Hawthorn Hawks,Melbourne Cricket Ground,Away Win,0.2,0,94.8,6.0,0.2,1,91.6,7.0,30.0,22.0,8.0,0.0,73.33,12,16.0,95.25,11,16.0,96.08
1997-06-07,11,1997,Port Adelaide Power,Sydney Swans,AAMI Stadium,Away Win,0.6,2,90.8,8.0,0.4,0,88.2,6.0,0.0,0.0,0.0,0.0,,5,24.0,100.0,13,16.0,94.82
1997-06-07,11,1997,Western Bulldogs,Geelong Cats,Princes Park,Home Win,0.8,2,113.6,6.0,0.8,1,101.2,7.0,27.0,5.0,22.0,0.0,18.52,2,28.0,104.28,1,28.0,117.04
1997-06-08,11,1997,Melbourne Demons,Adelaide Crows,Melbourne Cricket Ground,Away Win,0.2,1,54.4,8.0,0.8,4,112.0,6.0,9.0,4.0,5.0,0.0,44.44,16,8.0,62.29,3,24.0,124.13
1997-06-08,11,1997,West Coast Eagles,St Kilda Saints,Domain Stadium,Away Win,0.4,0,94.6,8.0,0.8,0,118.2,8.0,15.0,3.0,12.0,0.0,20.0,5,24.0,116.83,7,20.0,104.69
1997-06-09,11,1997,Carlton Blues,Brisbane Lions,Princes Park,Home Win,0.6,0,89.4,10.0,0.4,2,88.4,8.0,0.0,0.0,0.0,0.0,,9,20.0,96.88,11,16.0,98.85
1997-06-09,11,1997,North Melbourne Kangaroos,Fremantle Dockers,Melbourne Cricket Ground,Home Win,0.6,1,94.6,9.0,0.4,0,85.0,7.0,2.0,2.0,0.0,0.0,100.0,7,20.0,105.28,10,20.0,92.79
1997-06-13,12,1997,Sydney Swans,Richmond Tigers,Sydney Cricket Ground,Home Win,0.4,1,75.0,6.0,0.4,1,86.6,7.0,26.0,12.0,14.0,0.0,46.15,9,20.0,98.74,12,20.0,84.35
1997-06-14,12,1997,Western Bulldogs,Port Adelaide Power,Princes Park,Away Win,0.8,3,110.2,7.0,0.4,0,74.6,7.0,0.0,0.0,0.0,0.0,,1,32.0,106.0,6,24.0,96.36
1997-06-14,12,1997,Geelong Cats,Hawthorn Hawks,GMHBA Stadium,Away Win,0.6,0,96.8,7.0,0.4,2,97.8,7.0,26.0,14.0,12.0,0.0,53.85,2,28.0,112.91,9,20.0,99.7
1997-06-14,12,1997,Collingwood Magpies,West Coast Eagles,Victoria Park,Away Win,0.4,0,88.0,8.0,0.4,0,89.4,6.0,18.0,12.0,5.0,1.0,66.67,4,24.0,119.09,5,24.0,113.46
1997-06-15,12,1997,Fremantle Dockers,Essendon Bombers,Domain Stadium,Home Win,0.4,0,92.2,6.0,0.0,0,92.6,8.0,3.0,1.0,2.0,0.0,33.33,12,20.0,90.96,15,16.0,92.82
1997-06-15,12,1997,St Kilda Saints,Carlton Blues,Waverley Park,Home Win,0.8,1,111.8,7.0,0.8,1,89.6,6.0,24.0,9.0,15.0,0.0,37.5,7,24.0,105.89,8,24.0,99.19
1997-06-15,12,1997,Adelaide Crows,North Melbourne Kangaroos,AAMI Stadium,Away Win,1.0,5,114.8,7.0,0.6,2,95.0,6.0,9.0,8.0,1.0,0.0,88.89,2,28.0,128.68,6,24.0,107.57
1997-06-15,12,1997,Melbourne Demons,Brisbane Lions,Melbourne Cricket Ground,Away Win,0.2,0,56.4,7.0,0.4,0,86.8,6.0,0.0,0.0,0.0,0.0,,16,8.0,60.94,14,16.0,96.93
1997-06-27,13,1997,West Coast Eagles,Carlton Blues,Domain Stadium,Away Win,0.4,1,75.8,13.0,0.6,0,87.0,12.0,18.0,5.0,13.0,0.0,27.78,3,28.0,114.34,8,24.0,96.48
1997-06-28,13,1997,Brisbane Lions,Collingwood Magpies,The Gabba,Home Win,0.6,1,101.8,13.0,0.2,0,76.8,14.0,0.0,0.0,0.0,0.0,,11,20.0,104.85,7,24.0,116.25
1997-06-28,13,1997,Geelong Cats,Adelaide Crows,"GMHBA Stadium
",Home Win,0.4,0,98.0,14.0,0.8,0,106.2,13.0,9.0,0.0,9.0,0.0,0.0,4,28.0,111.17,2,28.0,123.51
1997-06-28,13,1997,Port Adelaide Power,Fremantle Dockers,AAMI Stadium,Home Win,0.6,1,81.2,14.0,0.4,1,98.8,13.0,0.0,0.0,0.0,0.0,,6,28.0,97.8,9,24.0,100.56
1997-06-28,13,1997,Richmond Tigers,Essendon Bombers,Melbourne Cricket Ground,Away Win,0.4,0,93.4,15.0,0.0,0,90.0,13.0,24.0,10.0,13.0,1.0,41.67,14,20.0,82.11,15,16.0,86.07
1997-06-28,13,1997,St Kilda Saints,Western Bulldogs,Waverley Park,Away Win,0.8,2,109.8,13.0,0.6,0,100.0,14.0,25.0,17.0,8.0,0.0,68.0,5,28.0,108.17,1,32.0,104.44
1997-06-29,13,1997,Hawthorn Hawks,Melbourne Demons,"Waverley Park
",Home Win,0.6,3,97.8,15.0,0.2,0,52.6,14.0,28.0,13.0,15.0,0.0,46.43,11,24.0,100.27,16,8.0,58.42
1997-06-29,13,1997,Sydney Swans,North Melbourne Kangaroos,Sydney Cricket Ground,Home Win,0.6,2,99.0,16.0,0.8,3,102.4,14.0,24.0,14.0,10.0,0.0,58.33,9,24.0,103.97,5,28.0,109.09
1997-07-04,14,1997,Adelaide Crows,West Coast Eagles,AAMI Stadium,Home Win,0.6,0,88.2,6.0,0.4,0,78.2,7.0,10.0,8.0,2.0,0.0,80.0,2,28.0,116.19,3,28.0,112.52
